episode,step,x-coordinate,ycoordinate,heading,steering_angle,speed,action_taken,reward,job_completed,all_wheels_on_track,progress,closest_waypoint_index,track_length,time.time(),
0,1,-5.4629,6.0995,-0.456,-10,1.33,7,1,FALSE,TRUE,-0.7004,341,51.39,1596639565,in_progress
0,2,-5.4606,6.0995,-0.4519,-10,1.33,7,1,FALSE,TRUE,-0.6959,341,51.39,1596639565,in_progress
0,3,-5.4514,6.0991,-0.5783,-10,1.33,7,1,FALSE,TRUE,-0.6779,341,51.39,1596639565,in_progress
0,4,-5.4305,6.098,-0.8931,-10,1.33,7,1,FALSE,TRUE,-0.6372,341,51.39,1596639565,in_progress
0,5,-5.3833,6.0952,-1.6426,-10,1.33,7,1,FALSE,TRUE,-0.5454,341,51.39,1596639565,in_progress
0,6,-5.3358,6.0915,-2.4501,-10,1.33,7,1,FALSE,TRUE,-0.4528,341,51.39,1596639565,in_progress
0,7,-5.256,6.0835,-3.9131,30,2,20,1,FALSE,TRUE,-0.2973,342,51.39,1596639565,in_progress
0,8,-5.1708,6.0738,-5.0694,20,1.33,16,1,FALSE,TRUE,-0.131,343,51.39,1596639565,in_progress
0,9,-5.0828,6.0638,-5.744,20,1.33,16,1,FALSE,TRUE,0.0398,0,51.39,1596639565,in_progress
0,10,-4.9874,6.0536,-5.8801,20,1.33,16,1,FALSE,TRUE,0.2256,1,51.39,1596639565,in_progress
0,11,-4.8947,6.0467,-5.072,30,0.67,18,1,FALSE,TRUE,0.4047,1,51.39,1596639565,in_progress
0,12,-4.8047,6.0472,-2.6705,20,1.33,16,1,FALSE,TRUE,0.58,2,51.39,1596639566,in_progress
0,13,-4.723,6.0522,0.1154,20,1.33,16,1,FALSE,TRUE,0.7379,3,51.39,1596639566,in_progress
0,14,-4.6286,6.0641,3.7237,10,0.67,12,1,FALSE,TRUE,0.9216,3,51.39,1596639566,in_progress
0,15,-4.5509,6.0788,6.8673,-10,1.33,7,1,FALSE,TRUE,1.0735,4,51.39,1596639566,in_progress
0,16,-4.4744,6.0947,8.9651,-30,1.33,1,1,FALSE,TRUE,1.2229,4,51.39,1596639566,in_progress
0,17,-4.3729,6.1126,9.4443,-10,0.67,6,1,FALSE,TRUE,1.4214,5,51.39,1596639566,in_progress
0,18,-4.2899,6.1257,9.1432,-30,1.33,1,1,FALSE,TRUE,1.5837,5,51.39,1596639566,in_progress
0,19,-4.2142,6.1351,8.2127,-20,1.33,4,1,FALSE,TRUE,1.7313,6,51.39,1596639566,in_progress
0,20,-4.104,6.1418,5.5577,-30,1.33,1,1,FALSE,TRUE,1.9461,7,51.39,1596639566,in_progress
0,21,-4.0107,6.1417,2.7826,0,2,11,1,FALSE,TRUE,2.1274,7,51.39,1596639566,in_progress
0,22,-3.9077,6.1341,-1.0996,0,2,11,1,FALSE,TRUE,2.3273,8,51.39,1596639566,in_progress
0,23,-3.7883,6.1168,-5.4389,-10,1.33,7,1,FALSE,TRUE,2.559,9,51.39,1596639566,in_progress
0,24,-3.6727,6.0898,-10.1286,20,1.33,16,1,FALSE,TRUE,2.784,10,51.39,1596639566,in_progress
0,25,-3.5769,6.0632,-13.3882,20,1.33,16,1,FALSE,TRUE,2.9733,10,51.39,1596639566,in_progress
0,26,-3.4756,6.0331,-15.1228,-10,1.33,7,1,FALSE,TRUE,3.1721,11,51.39,1596639566,in_progress
0,27,-3.384,6.0058,-15.8455,-10,1.33,7,0.5,FALSE,TRUE,3.359,11,51.39,1596639567,in_progress
0,28,-3.2952,5.9772,-16.7731,-10,1.33,7,0.5,FALSE,TRUE,3.5478,12,51.39,1596639567,in_progress
0,29,-3.2006,5.944,-18.0066,-10,1.33,7,0.5,FALSE,TRUE,3.7382,13,51.39,1596639567,in_progress
0,30,-3.1266,5.9158,-19.0954,-30,1.33,1,0.5,FALSE,TRUE,3.9088,13,51.39,1596639567,in_progress
0,31,-3.026,5.8713,-21.2991,-30,1.33,1,0.5,FALSE,TRUE,4.1502,14,51.39,1596639567,in_progress
0,32,-2.9476,5.8293,-24.2688,-30,1.33,1,0.5,FALSE,TRUE,4.3187,15,51.39,1596639567,in_progress
0,33,-2.877,5.785,-27.6489,0,2,11,0.5,FALSE,TRUE,4.5202,15,51.39,1596639567,in_progress
0,34,-2.7929,5.7221,-32.6896,0,2,11,0.5,FALSE,TRUE,4.7766,16,51.39,1596639567,in_progress
0,35,-2.7059,5.6439,-38.2743,-30,1.33,1,0.1,FALSE,TRUE,5.0626,17,51.39,1596639567,in_progress
0,36,-2.6229,5.5529,-44.2171,-10,1.33,7,0.1,FALSE,TRUE,5.3656,18,51.39,1596639567,in_progress
0,37,-2.5579,5.4653,-49.5791,-10,1.33,7,0.1,FALSE,TRUE,5.6356,19,51.39,1596639567,in_progress
0,38,-2.5029,5.3749,-54.6388,0,2,11,0.1,FALSE,TRUE,5.897,20,51.39,1596639567,in_progress
0,39,-2.4562,5.2875,-58.4205,-30,1.33,1,0.1,FALSE,TRUE,6.0871,21,51.39,1596639567,in_progress
0,40,-2.4104,5.1814,-63.4161,-10,1.33,7,0.1,FALSE,TRUE,6.3523,22,51.39,1596639567,in_progress
0,41,-2.3793,5.0878,-67.7123,-10,1.33,7,0.1,FALSE,TRUE,6.581,23,51.39,1596639567,in_progress
0,42,-2.356,4.9997,-71.3462,-10,1.33,7,0.1,FALSE,TRUE,6.7995,23,51.39,1596639568,in_progress
0,43,-2.3395,4.9208,-74.4023,-30,1.33,1,0.1,FALSE,TRUE,6.9503,24,51.39,1596639568,in_progress
0,44,-2.3239,4.8079,-78.808,20,1.33,16,0.1,FALSE,FALSE,7.221,25,51.39,1596639568,in_progress
0,45,-2.3186,4.7325,-81.8281,20,1.33,16,0.1,FALSE,FALSE,7.4586,26,51.39,1596639568,in_progress
0,46,-2.3116,4.623,-84.2785,20,1.33,16,0.001,FALSE,FALSE,7.7492,27,51.39,1596639568,in_progress
0,47,-2.3049,4.5272,-85.1472,20,1.33,16,0.001,FALSE,FALSE,7.995,27,51.39,1596639568,in_progress
0,48,-2.2981,4.4358,-85.4017,-30,1.33,1,0.001,FALSE,FALSE,8.2113,28,51.39,1596639568,in_progress
0,49,-2.2917,4.3513,-85.5519,-30,1.33,1,0.001,FALSE,FALSE,8.3756,29,51.39,1596639568,in_progress
0,50,-2.2892,4.2582,-86.9181,-30,1.33,1,0.001,FALSE,FALSE,8.5755,29,51.39,1596639568,in_progress
0,51,-2.2934,4.1557,-89.7385,-20,1.33,4,0.001,FALSE,FALSE,8.7771,30,51.39,1596639568,in_progress
0,52,-2.3042,4.0531,-93.0775,20,1.33,16,0.001,FALSE,FALSE,8.9723,31,51.39,1596639568,off_track
0,53,-2.3177,3.9589,-95.5742,20,1.33,16,0,FALSE,FALSE,9.1436,31,51.39,1596639568,pause
0,54,-1.9395,3.9585,-82.7379,30,0.67,18,0,FALSE,TRUE,9.2417,32,51.39,1596639568,pause
0,55,-1.9395,3.9585,-82.7384,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639568,pause
0,56,-1.9395,3.9585,-82.7366,30,0.67,18,0,FALSE,TRUE,9.2417,32,51.39,1596639568,pause
0,57,-1.9395,3.9585,-82.737,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,58,-1.9395,3.9585,-82.737,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,59,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,60,-1.9395,3.9585,-82.7369,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,61,-1.9395,3.9585,-82.7371,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,62,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,63,-1.9395,3.9585,-82.7369,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,64,-1.9395,3.9585,-82.7369,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,65,-1.9395,3.9585,-82.7366,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,66,-1.9395,3.9585,-82.7369,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,67,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,68,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,69,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,70,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639569,pause
0,71,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,72,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,73,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,74,-1.9395,3.9585,-82.7371,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,75,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,76,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,77,-1.9395,3.9585,-82.7366,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,78,-1.9395,3.9585,-82.7366,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,79,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,80,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,81,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,82,-1.9395,3.9585,-82.7367,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,83,-1.9395,3.9585,-82.7368,30,0.67,18,0,FALSE,TRUE,9.2418,32,51.39,1596639570,pause
0,84,-1.9395,3.9585,-82.7368,30,0.67,18,0.1,FALSE,TRUE,9.2418,32,51.39,1596639570,in_progress
0,85,-1.9393,3.9574,-82.7088,30,0.67,18,0.1,FALSE,TRUE,9.2439,32,51.39,1596639570,in_progress
0,86,-1.9375,3.9474,-82.5251,30,0.67,18,0.1,FALSE,TRUE,9.2637,32,51.39,1596639571,in_progress
0,87,-1.9307,3.9169,-81.4781,30,0.67,18,0.5,FALSE,TRUE,9.3242,32,51.39,1596639571,in_progress
0,88,-1.922,3.8859,-79.9733,30,0.67,18,0.5,FALSE,TRUE,9.3797,32,51.39,1596639571,in_progress
0,89,-1.905,3.8385,-77.6805,20,1.33,16,0.5,FALSE,TRUE,9.4758,32,51.39,1596639571,in_progress
0,90,-1.8826,3.7836,-74.5257,10,1.33,13,0.5,FALSE,TRUE,9.5879,33,51.39,1596639571,in_progress
0,91,-1.8575,3.7283,-71.3388,-30,1.33,1,0.5,FALSE,TRUE,9.6941,33,51.39,1596639571,in_progress
0,92,-1.8237,3.6582,-68.313,-30,2,2,0.5,FALSE,TRUE,9.8392,34,51.39,1596639571,in_progress
0,93,-1.7801,3.5645,-66.6348,-20,1.33,4,0.5,FALSE,TRUE,10.0263,34,51.39,1596639571,in_progress
0,94,-1.7432,3.4816,-66.2368,-20,1.33,4,0.5,FALSE,TRUE,10.198,35,51.39,1596639571,in_progress
0,95,-1.7074,3.3956,-66.8188,-10,0.67,6,0.5,FALSE,TRUE,10.3696,35,51.39,1596639571,in_progress
0,96,-1.6766,3.3176,-67.6401,20,1.33,16,0.5,FALSE,TRUE,10.5253,36,51.39,1596639571,in_progress
0,97,-1.6385,3.2266,-67.3762,20,1.33,16,1,FALSE,TRUE,10.7144,37,51.39,1596639571,in_progress
0,98,-1.6068,3.1594,-66.3093,-30,1.33,1,1,FALSE,TRUE,10.8523,37,51.39,1596639571,in_progress
0,99,-1.5654,3.0718,-65.5412,-20,1.33,4,1,FALSE,TRUE,11.0372,38,51.39,1596639571,in_progress
0,100,-1.5318,2.9972,-65.6415,-20,1.33,4,1,FALSE,TRUE,11.1924,38,51.39,1596639571,in_progress
0,101,-1.4871,2.889,-66.8009,-20,1.33,4,1,FALSE,TRUE,11.4173,39,51.39,1596639572,in_progress
0,102,-1.4621,2.8201,-68.1295,-10,1.33,7,1,FALSE,TRUE,11.5595,40,51.39,1596639572,in_progress
0,103,-1.4188,2.6887,-70.4823,30,2,20,1,FALSE,TRUE,11.8276,40,51.39,1596639572,in_progress
0,104,-1.3973,2.6251,-70.79,30,2,20,1,FALSE,TRUE,11.9582,41,51.39,1596639572,in_progress
0,105,-1.3455,2.4986,-68.6099,30,2,20,1,FALSE,TRUE,12.2225,42,51.39,1596639572,in_progress
0,106,-1.2934,2.3983,-65.0959,-30,2,2,1,FALSE,TRUE,12.4396,43,51.39,1596639572,in_progress
0,107,-1.2254,2.2832,-61.5486,20,1.33,16,1,FALSE,TRUE,12.6963,43,51.39,1596639572,in_progress
0,108,-1.153,2.1696,-59.0305,-10,1.33,7,1,FALSE,TRUE,12.9568,44,51.39,1596639572,in_progress
0,109,-1.1074,2.1026,-57.5713,20,1.33,16,1,FALSE,TRUE,13.1115,45,51.39,1596639572,in_progress
0,110,-1.0111,1.9729,-54.1178,0,1.33,10,1,FALSE,TRUE,13.4248,46,51.39,1596639572,in_progress
0,111,-0.9503,1.899,-52.1437,20,1.33,16,0.5,FALSE,TRUE,13.6165,47,51.39,1596639572,in_progress
0,112,-0.8882,1.8301,-50.0213,20,1.33,16,0.5,FALSE,TRUE,13.806,47,51.39,1596639572,in_progress
0,113,-0.8278,1.7701,-47.6185,20,2,17,0.5,FALSE,TRUE,13.9668,48,51.39,1596639572,in_progress
0,114,-0.7452,1.7007,-43.3361,0,2,11,0.5,FALSE,TRUE,14.1899,49,51.39,1596639572,in_progress
0,115,-0.6407,1.6262,-38.3893,-10,1.33,7,0.5,FALSE,TRUE,14.4574,49,51.39,1596639572,in_progress
0,116,-0.5452,1.5611,-35.7483,20,1.33,16,0.5,FALSE,TRUE,14.7155,50,51.39,1596639573,in_progress
0,117,-0.4593,1.5091,-33.2985,20,1.33,16,0.1,FALSE,TRUE,14.9536,51,51.39,1596639573,in_progress
0,118,-0.3707,1.4629,-30.2037,20,1.33,16,0.1,FALSE,TRUE,15.1436,52,51.39,1596639573,in_progress
0,119,-0.2807,1.4237,-26.751,20,1.33,16,0.1,FALSE,TRUE,15.3893,53,51.39,1596639573,in_progress
0,120,-0.1825,1.3896,-22.7114,20,1.33,16,0.1,FALSE,TRUE,15.6518,54,51.39,1596639573,in_progress
0,121,-0.0977,1.3673,-19.0652,20,1.33,16,0.1,FALSE,TRUE,15.8887,54,51.39,1596639573,in_progress
0,122,-0.0088,1.3508,-15.07,20,1.33,16,0.1,FALSE,TRUE,16.1295,55,51.39,1596639573,in_progress
0,123,0.0797,1.3415,-10.8449,10,1.33,13,0.1,FALSE,TRUE,16.2998,56,51.39,1596639573,in_progress
0,124,0.1822,1.3368,-6.5158,30,1.33,19,0.1,FALSE,TRUE,16.566,57,51.39,1596639573,in_progress
0,125,0.2685,1.3393,-2.7743,20,1.33,16,0.1,FALSE,TRUE,16.7938,57,51.39,1596639573,in_progress
0,126,0.3601,1.3495,1.7139,20,1.33,16,0.1,FALSE,TRUE,17.0313,58,51.39,1596639573,in_progress
0,127,0.4697,1.3724,7.409,-10,1.33,7,0.1,FALSE,TRUE,17.296,59,51.39,1596639573,in_progress
0,128,0.5563,1.3954,10.9432,-10,1.33,7,0.1,FALSE,FALSE,17.4653,60,51.39,1596639573,in_progress
0,129,0.6404,1.4191,13.1916,-10,1.33,7,0.1,FALSE,FALSE,17.6834,60,51.39,1596639573,in_progress
0,130,0.7292,1.4448,14.619,20,1.33,16,0.1,FALSE,FALSE,17.9111,61,51.39,1596639573,in_progress
0,131,0.8208,1.4744,16.2749,20,1.33,16,0.001,FALSE,FALSE,18.0951,62,51.39,1596639574,in_progress
0,132,0.9237,1.5149,18.9871,20,1.33,16,0.001,FALSE,FALSE,18.3561,63,51.39,1596639574,in_progress
0,133,0.9872,1.5439,21.0642,20,1.33,16,0.001,FALSE,FALSE,18.543,63,51.39,1596639574,in_progress
0,134,1.0904,1.5993,24.9889,-10,1.33,7,0.001,FALSE,FALSE,18.8296,64,51.39,1596639574,in_progress
0,135,1.169,1.6468,27.8619,-10,1.33,7,0.001,FALSE,FALSE,19.0728,65,51.39,1596639574,off_track
0,136,1.2486,1.6946,29.3947,-10,1.33,7,0,FALSE,FALSE,19.2496,66,51.39,1596639574,pause
0,137,1.4195,1.3551,19.3062,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,138,1.4196,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,139,1.4196,1.3551,19.307,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,140,1.4195,1.3551,19.3063,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,141,1.4196,1.3551,19.3069,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,142,1.4196,1.3551,19.3069,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,143,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,144,1.4196,1.3551,19.3069,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,145,1.4196,1.3551,19.3068,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639574,pause
0,146,1.4196,1.3551,19.3068,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,147,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,148,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,149,1.4195,1.3551,19.3068,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,150,1.4195,1.3551,19.3066,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,151,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,152,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,153,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,154,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,155,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,156,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,157,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,158,1.4195,1.3551,19.3066,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,159,1.4196,1.3551,19.3068,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,160,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639575,pause
0,161,1.4195,1.3551,19.3066,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639576,pause
0,162,1.4195,1.3551,19.3066,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639576,pause
0,163,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639576,pause
0,164,1.4195,1.3551,19.3065,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639576,pause
0,165,1.4195,1.3551,19.3067,-30,1.33,1,0,FALSE,TRUE,19.3741,66,51.39,1596639576,pause
0,166,1.4195,1.3551,19.3067,-30,1.33,1,0.5,FALSE,TRUE,19.3741,66,51.39,1596639576,in_progress
0,167,1.4216,1.3556,19.2489,-30,1.33,1,0.5,FALSE,TRUE,19.3781,66,51.39,1596639576,in_progress
0,168,1.4365,1.36,18.9656,-30,1.33,1,0.5,FALSE,TRUE,19.4082,66,51.39,1596639576,in_progress
0,169,1.4693,1.3679,17.7691,-10,1.33,7,0.5,FALSE,TRUE,19.473,67,51.39,1596639576,in_progress
0,170,1.5232,1.3788,15.6868,-10,1.33,7,0.5,FALSE,TRUE,19.6044,67,51.39,1596639576,in_progress
0,171,1.583,1.3891,13.5992,20,1.33,16,0.5,FALSE,TRUE,19.7182,67,51.39,1596639576,in_progress
0,172,1.6549,1.4,11.5153,20,1.33,16,0.5,FALSE,TRUE,19.8534,68,51.39,1596639576,in_progress
0,173,1.7527,1.4144,9.9316,20,1.33,16,0.5,FALSE,TRUE,20.0546,69,51.39,1596639576,in_progress
0,174,1.825,1.4261,9.6309,-10,1.33,7,0.5,FALSE,TRUE,20.2027,69,51.39,1596639576,in_progress
0,175,1.9362,1.4459,9.891,20,1.33,16,0.5,FALSE,TRUE,20.4079,70,51.39,1596639576,in_progress
0,176,2.0429,1.4663,10.4366,10,1.33,13,1,FALSE,TRUE,20.6117,70,51.39,1596639577,in_progress
0,177,2.1106,1.4799,10.7362,20,1.33,16,1,FALSE,TRUE,20.736,71,51.39,1596639577,in_progress
0,178,2.2024,1.5022,12.1526,30,2,20,1,FALSE,TRUE,20.9093,72,51.39,1596639577,in_progress
0,179,2.3047,1.5364,15.7929,20,1.33,16,1,FALSE,TRUE,21.1089,72,51.39,1596639577,in_progress
0,180,2.3879,1.5732,19.973,30,0.67,18,1,FALSE,TRUE,21.2813,73,51.39,1596639577,in_progress
0,181,2.476,1.6218,25.1684,20,1.33,16,1,FALSE,TRUE,21.473,73,51.39,1596639577,in_progress
0,182,2.5568,1.6786,30.3186,30,1.33,19,1,FALSE,TRUE,21.6637,74,51.39,1596639577,in_progress
0,183,2.6258,1.7367,35.0641,10,1.33,13,1,FALSE,TRUE,21.8392,75,51.39,1596639577,in_progress
0,184,2.6872,1.7976,39.6308,-30,1.33,1,1,FALSE,TRUE,22.0067,75,51.39,1596639577,in_progress
0,185,2.7528,1.8702,43.8251,-30,1.33,1,1,FALSE,TRUE,22.1945,76,51.39,1596639577,in_progress
0,186,2.8217,1.9455,45.7521,-30,1.33,1,1,FALSE,TRUE,22.391,77,51.39,1596639577,in_progress
0,187,2.8793,2.0058,45.9812,-30,1.33,1,1,FALSE,TRUE,22.552,77,51.39,1596639577,in_progress
0,188,2.9453,2.0693,44.9511,-30,2,2,1,FALSE,TRUE,22.7289,78,51.39,1596639577,in_progress
0,189,3.0211,2.1332,42.3154,-10,1.33,7,1,FALSE,TRUE,22.9208,78,51.39,1596639577,in_progress
0,190,3.1245,2.2076,37.957,-30,2,2,1,FALSE,TRUE,23.1676,79,51.39,1596639578,in_progress
0,191,3.2034,2.2554,34.5495,-20,1.33,4,1,FALSE,TRUE,23.3471,80,51.39,1596639578,in_progress
0,192,3.2985,2.2999,29.25,-20,1.33,4,1,FALSE,TRUE,23.5497,81,51.39,1596639578,in_progress
0,193,3.3588,2.3222,25.8478,-10,1.33,7,1,FALSE,TRUE,23.6733,81,51.39,1596639578,in_progress
0,194,3.4996,2.3628,19.2452,-30,1.33,1,1,FALSE,TRUE,23.9555,82,51.39,1596639578,in_progress
0,195,3.5668,2.3754,16.2579,-30,1.33,1,1,FALSE,TRUE,24.0906,82,51.39,1596639578,in_progress
0,196,3.6845,2.3881,10.4829,20,1.33,16,1,FALSE,TRUE,24.3241,83,51.39,1596639578,in_progress
0,197,3.7718,2.3907,6.4759,-20,1.33,4,1,FALSE,TRUE,24.4882,84,51.39,1596639578,in_progress
0,198,3.8719,2.3872,2.2157,10,1.33,13,0.5,FALSE,TRUE,24.6934,84,51.39,1596639578,in_progress
0,199,3.9565,2.3807,-0.7941,10,1.33,13,0.5,FALSE,TRUE,24.8783,85,51.39,1596639578,in_progress
0,200,4.0589,2.3712,-3.1795,20,0.67,15,0.5,FALSE,TRUE,25.0739,86,51.39,1596639578,in_progress
0,201,4.1427,2.3625,-4.5993,30,0.67,18,0.5,FALSE,TRUE,25.2569,86,51.39,1596639578,in_progress
0,202,4.2101,2.3578,-4.3781,30,0.67,18,0.5,FALSE,TRUE,25.3871,87,51.39,1596639578,in_progress
0,203,4.271,2.3572,-2.9916,30,0.67,18,0.5,FALSE,TRUE,25.5095,87,51.39,1596639578,in_progress
0,204,4.3202,2.3598,-1.1633,30,0.67,18,0.5,FALSE,TRUE,25.6053,88,51.39,1596639578,in_progress
0,205,4.3739,2.3665,1.4804,30,0.67,18,0.5,FALSE,TRUE,25.7103,88,51.39,1596639579,in_progress
0,206,4.4101,2.3735,3.6908,20,0.67,15,0.5,FALSE,TRUE,25.7836,88,51.39,1596639579,in_progress
0,207,4.4616,2.3861,6.7975,10,1.33,13,0.5,FALSE,TRUE,25.8848,89,51.39,1596639579,in_progress
0,208,4.5147,2.4012,9.7845,10,1.33,13,0.5,FALSE,TRUE,25.9892,89,51.39,1596639579,in_progress
0,209,4.5756,2.4219,13.1744,10,1.33,13,0.5,FALSE,TRUE,26.0979,89,51.39,1596639579,in_progress
0,210,4.6788,2.467,19.1412,20,1.33,16,0.5,FALSE,TRUE,26.3051,90,51.39,1596639579,in_progress
0,211,4.7517,2.5062,23.2735,-10,1.33,7,1,FALSE,TRUE,26.4441,90,51.39,1596639579,in_progress
0,212,4.8176,2.5468,26.8207,-10,1.33,7,1,FALSE,TRUE,26.5819,91,51.39,1596639579,in_progress
0,213,4.9031,2.6021,29.9696,-20,1.33,4,1,FALSE,TRUE,26.7602,92,51.39,1596639579,in_progress
0,214,4.9794,2.6518,31.433,-30,1.33,1,1,FALSE,TRUE,26.9263,92,51.39,1596639579,in_progress
0,215,5.0594,2.6999,31.195,-30,1.33,1,1,FALSE,TRUE,27.0998,93,51.39,1596639579,in_progress
0,216,5.1366,2.741,29.7992,-30,1.33,1,1,FALSE,TRUE,27.2713,93,51.39,1596639579,in_progress
0,217,5.2435,2.7883,26.7647,-30,1.33,1,1,FALSE,TRUE,27.5049,94,51.39,1596639579,in_progress
0,218,5.3235,2.8166,23.701,-10,1.33,7,1,FALSE,TRUE,27.6701,95,51.39,1596639579,in_progress
0,219,5.4112,2.8422,20.2168,-10,1.33,7,1,FALSE,TRUE,27.855,95,51.39,1596639579,in_progress
0,220,5.5408,2.8711,15.4588,-10,1.33,7,1,FALSE,TRUE,28.1143,96,51.39,1596639580,in_progress
0,221,5.5876,2.8791,13.7963,20,1.33,16,1,FALSE,TRUE,28.2038,96,51.39,1596639580,in_progress
0,222,5.6949,2.8952,10.9573,10,1.33,13,1,FALSE,TRUE,28.4081,97,51.39,1596639580,in_progress
0,223,5.7887,2.9091,9.7401,30,1.33,19,1,FALSE,TRUE,28.5837,98,51.39,1596639580,in_progress
0,224,5.8638,2.9206,9.3295,10,1.33,13,1,FALSE,TRUE,28.7235,98,51.39,1596639580,in_progress
0,225,5.9985,2.9431,9.4009,10,1.33,13,1,FALSE,TRUE,28.9753,99,51.39,1596639580,in_progress
0,226,6.0596,2.9537,9.5572,20,1.33,16,1,FALSE,TRUE,29.0902,99,51.39,1596639580,in_progress
